Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
22-05-20,Gujarat,12905,5488,773
22-05-20,Delhi,11659,5567,194
22-05-20,Rajasthan,6227,3485,151
22-05-20,Madhya Pradesh,5981,2843,270
22-05-20,Uttar Pradesh,5515,3204,138
22-05-20,West Bengal,3197,1193,259
22-05-20,Andhra Pradesh,2647,1709,53
22-05-20,Punjab,2028,1819,39
22-05-20,Bihar,1982,593,11
22-05-20,Telangana,1699,1035,45
22-05-20,Karnataka,1605,571,41
22-05-20,Jammu and Kashmir,1449,684,20
22-05-20,Odisha,1103,393,7
22-05-20,Haryana,1031,681,15
22-05-20,Kerala,690,510,4
22-05-20,Jharkhand,290,129,3
22-05-20,Chandigarh,217,139,3
22-05-20,Assam,203,54,4
22-05-20,Tripura,173,148,0
22-05-20,Himachal Pradesh,152,59,3
22-05-20,Uttarakhand,146,54,1
22-05-20,Chhattisgarh,128,59,0
22-05-20,Goa,52,7,0
22-05-20,Ladakh,44,43,0
22-05-20,Andaman and Nicobar Islands,33,33,0
22-05-20,Manipur,25,2,0
22-05-20,Puducherry,20,10,0
22-05-20,Meghalaya,14,12,1
22-05-20,Mizoram,1,1,0
22-05-20,Dadra and Nagar Haveli and Daman and Diu,1,0,0
22-05-20,Arunachal Pradesh,1,1,0
23-05-20,Maharashtra,44582,12583,1517
23-05-20,Tamil Nadu,14753,7128,98
23-05-20,Gujarat,13268,5880,802
23-05-20,Delhi,12319,5897,208
23-05-20,Rajasthan,6494,3680,153
23-05-20,Madhya Pradesh,6170,3089,272
23-05-20,Uttar Pradesh,5735,3238,152
23-05-20,West Bengal,3332,1221,265
23-05-20,Andhra Pradesh,2709,1763,55
23-05-20,Bihar,2177,629,11
23-05-20,Punjab,2029,1847,39
23-05-20,Telangana,1761,1043,45
23-05-20,Karnataka,1743,597,41
23-05-20,Jammu and Kashmir,1489,720,20
23-05-20,Odisha,1189,436,7
23-05-20,Haryana,1067,706,16
23-05-20,Kerala,732,512,4
23-05-20,Jharkhand,308,136,3
23-05-20,Assam,259,54,4
23-05-20,Chandigarh,218,178,3
23-05-20,Tripura,175,152,0
23-05-20,Chhattisgarh,172,62,0
23-05-20,Himachal Pradesh,168,59,3
23-05-20,Uttarakhand,153,56,1
23-05-20,Goa,54,16,0
23-05-20,Ladakh,44,43,0
23-05-20,Andaman and Nicobar Islands,33,33,0
23-05-20,Puducherry,26,10,0
23-05-20,Manipur,26,2,0
23-05-20,Meghalaya,14,12,1
23-05-20,Mizoram,1,1,0
23-05-20,Dadra and Nagar Haveli and Daman and Diu,1,0,0
23-05-20,Arunachal Pradesh,1,1,0
24-05-20,Maharashtra,47190,13404,1577
24-05-20,Tamil Nadu,15512,7491,103
24-05-20,Gujarat,13664,6169,829
24-05-20,Delhi,12910,6267,231
24-05-20,Rajasthan,6742,3786,160
24-05-20,Madhya Pradesh,6371,3267,281
24-05-20,Uttar Pradesh,6017,3406,155
24-05-20,West Bengal,3459,1281,269
24-05-20,Andhra Pradesh,2757,1809,56
24-05-20,Bihar,2380,653,11
24-05-20,Punjab,2045,1870,39
24-05-20,Karnataka,1959,608,42
24-05-20,Telangana,1813,1065,49
24-05-20,Jammu and Kashmir,1569,774,21
24-05-20,Odisha,1269,497,7
24-05-20,Haryana,1131,750,16
24-05-20,Kerala,795,515,4
24-05-20,Jharkhand,350,141,4
24-05-20,Assam,329,55,4
24-05-20,Uttarakhand,244,56,2
24-05-20,Chandigarh,225,179,3
24-05-20,Chhattisgarh,214,64,0
24-05-20,Tripura,189,153,0
24-05-20,Himachal Pradesh,185,61,3
24-05-20,Goa,55,16,0
24-05-20,Ladakh,49,43,0
24-05-20,Andaman and Nicobar Islands,33,33,0
24-05-20,Manipur,29,4,0
24-05-20,Puducherry,26,10,0
24-05-20,Meghalaya,14,12,1
24-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
24-05-20,Sikkim,1,0,0
24-05-20,Mizoram,1,1,0
24-05-20,Arunachal Pradesh,1,1,0
25-05-20,Maharashtra,50231,14600,1635
25-05-20,Tamil Nadu,16277,8324,111
25-05-20,Gujarat,14056,6412,858
25-05-20,Delhi,13418,6540,261
25-05-20,Rajasthan,7028,3848,163
25-05-20,Madhya Pradesh,6665,3408,290
25-05-20,Uttar Pradesh,6268,3538,161
25-05-20,West Bengal,3667,1339,272
25-05-20,Andhra Pradesh,2823,1856,56
25-05-20,Bihar,2587,702,13
25-05-20,Karnataka,2089,654,42
25-05-20,Punjab,2060,1898,40
25-05-20,Telangana,1854,1090,53
25-05-20,Jammu and Kashmir,1621,809,21
25-05-20,Odisha,1336,550,7
25-05-20,Haryana,1184,765,16
25-05-20,Kerala,847,521,4
25-05-20,Assam,378,55,4
25-05-20,Jharkhand,370,148,4
25-05-20,Uttarakhand,317,58,3
25-05-20,Chhattisgarh,252,67,0
25-05-20,Chandigarh,238,186,3
25-05-20,Himachal Pradesh,203,63,3
25-05-20,Tripura,191,165,0
25-05-20,Goa,66,19,0
25-05-20,Ladakh,52,43,0
25-05-20,Puducherry,41,12,0
25-05-20,Andaman and Nicobar Islands,33,33,0
25-05-20,Manipur,32,4,0
25-05-20,Meghalaya,14,12,1
25-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
25-05-20,Sikkim,1,0,0
25-05-20,Mizoram,1,1,0
25-05-20,Arunachal Pradesh,1,1,0
26-05-20,Maharashtra,52667,15786,1695
26-05-20,Tamil Nadu,17082,8731,118
26-05-20,Gujarat,14460,6636,888
26-05-20,Delhi,14053,6771,276
26-05-20,Rajasthan,7300,3951,167
26-05-20,Madhya Pradesh,6859,3571,300
26-05-20,Uttar Pradesh,6532,3581,165
26-05-20,West Bengal,3816,1414,278
26-05-20,Andhra Pradesh,3110,1896,56
26-05-20,Bihar,2730,749,13
26-05-20,Karnataka,2182,705,44
26-05-20,Punjab,2060,1898,40
26-05-20,Telangana,1920,1164,56
26-05-20,Jammu and Kashmir,1668,809,23
26-05-20,Odisha,1438,649,7
26-05-20,Haryana,1184,765,16
26-05-20,Kerala,896,532,5
26-05-20,Assam,526,62,4
26-05-20,Jharkhand,377,148,4
26-05-20,Uttarakhand,349,58,3
26-05-20,Chhattisgarh,291,72,0
26-05-20,Chandigarh,238,186,3
26-05-20,Himachal Pradesh,223,67,5
26-05-20,Tripura,194,165,0
26-05-20,Goa,67,19,0
26-05-20,Ladakh,52,43,0
26-05-20,Puducherry,41,12,0
26-05-20,Manipur,39,4,0
26-05-20,Andaman and Nicobar Islands,33,33,0
26-05-20,Meghalaya,14,12,1
26-05-20,Nagaland,3,0,0
26-05-20,Arunachal Pradesh,2,1,0
26-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
26-05-20,Sikkim,1,0,0
26-05-20,Mizoram,1,1,0
27-05-20,Maharashtra,54758,16954,1792
27-05-20,Tamil Nadu,17728,9342,127
27-05-20,Gujarat,14821,7139,915
27-05-20,Delhi,14465,7223,288
27-05-20,Rajasthan,7536,4171,170
27-05-20,Madhya Pradesh,7024,3689,305
27-05-20,Uttar Pradesh,6548,3698,170
27-05-20,West Bengal,4009,1486,283
27-05-20,Andhra Pradesh,3171,2009,57
27-05-20,Bihar,2983,900,13
27-05-20,Karnataka,2283,748,44
27-05-20,Punjab,2106,1918,40
27-05-20,Telangana,1991,1284,57
27-05-20,Jammu and Kashmir,1759,833,24
27-05-20,Odisha,1517,733,7
27-05-20,Haryana,1305,824,17
27-05-20,Kerala,963,542,6
27-05-20,Assam,616,62,4
27-05-20,Jharkhand,426,175,4
27-05-20,Uttarakhand,401,64,4
27-05-20,Chhattisgarh,361,79,0
27-05-20,Chandigarh,266,187,4
27-05-20,Himachal Pradesh,247,67,5
27-05-20,Tripura,207,165,0
27-05-20,Goa,67,28,0
27-05-20,Ladakh,53,43,0
27-05-20,Puducherry,46,12,0
27-05-20,Manipur,39,4,0
27-05-20,Andaman and Nicobar Islands,33,33,0
27-05-20,Meghalaya,15,12,1
27-05-20,Nagaland,4,0,0
27-05-20,Arunachal Pradesh,2,1,0
27-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
27-05-20,Sikkim,1,0,0
27-05-20,Mizoram,1,1,0
28-05-20,Maharashtra,56948,17918,1897
28-05-20,Tamil Nadu,18545,9909,133
28-05-20,Delhi,15257,7264,303
28-05-20,Gujarat,15195,7549,938
28-05-20,Rajasthan,7703,4457,173
28-05-20,Madhya Pradesh,7261,3927,313
28-05-20,Uttar Pradesh,6991,3991,182
28-05-20,West Bengal,4192,1578,289
28-05-20,Andhra Pradesh,3171,2057,58
28-05-20,Bihar,3061,1083,15
28-05-20,Karnataka,2418,781,47
28-05-20,Punjab,2139,1918,40
28-05-20,Telangana,2098,1284,63
28-05-20,Jammu and Kashmir,1921,854,26
28-05-20,Odisha,1593,733,7
28-05-20,Haryana,1381,838,18
28-05-20,Kerala,1004,552,7
28-05-20,Assam,781,87,4
28-05-20,Uttarakhand,469,79,4
28-05-20,Jharkhand,448,185,4
28-05-20,Chhattisgarh,369,83,0
28-05-20,Chandigarh,279,187,4
28-05-20,Himachal Pradesh,273,70,5
28-05-20,Tripura,230,165,0
28-05-20,Goa,68,37,0
28-05-20,Ladakh,53,43,0
28-05-20,Puducherry,46,12,0
28-05-20,Manipur,44,4,0
28-05-20,Andaman and Nicobar Islands,33,33,0
28-05-20,Meghalaya,20,12,1
28-05-20,Nagaland,4,0,0
28-05-20,Arunachal Pradesh,2,1,0
28-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
28-05-20,Sikkim,1,0,0
28-05-20,Mizoram,1,1,0
29-05-20,Maharashtra,59546,18616,1982
29-05-20,Tamil Nadu,19372,10548,145
29-05-20,Delhi,16281,7495,316
29-05-20,Gujarat,15562,8003,960
29-05-20,Rajasthan,8067,4817,180
29-05-20,Madhya Pradesh,7453,4050,321
29-05-20,Uttar Pradesh,7170,4215,197
29-05-20,West Bengal,4536,1668,295
29-05-20,Bihar,3296,1211,15
29-05-20,Andhra Pradesh,3251,2125,59
29-05-20,Karnataka,2533,834,47
29-05-20,Telangana,2256,1345,67
29-05-20,Punjab,2158,1946,40
29-05-20,Jammu and Kashmir,2036,859,27
29-05-20,Odisha,1660,887,7
29-05-20,Haryana,1504,881,19
29-05-20,Kerala,1088,555,7
29-05-20,Assam,856,104,4
29-05-20,Uttarakhand,500,79,4
29-05-20,Jharkhand,469,212,4
29-05-20,Chhattisgarh,399,83,0
29-05-20,Chandigarh,288,189,4
29-05-20,Himachal Pradesh,276,70,5
29-05-20,Tripura,242,167,0
29-05-20,Ladakh,73,43,0
29-05-20,Goa,69,38,0
29-05-20,Manipur,55,5,0
29-05-20,Puducherry,51,14,0
29-05-20,Andaman and Nicobar Islands,33,33,0
29-05-20,Meghalaya,21,12,1
29-05-20,Nagaland,18,0,0
29-05-20,Arunachal Pradesh,3,1,0
29-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
29-05-20,Sikkim,1,0,0
29-05-20,Mizoram,1,1,0
30-05-20,Maharashtra,62228,26997,2098
30-05-20,Tamil Nadu,20246,11313,154
30-05-20,Delhi,17386,7846,398
30-05-20,Gujarat,15934,8611,980
30-05-20,Rajasthan,8365,5244,184
30-05-20,Madhya Pradesh,7645,4269,334
30-05-20,Uttar Pradesh,7284,4244,198
30-05-20,West Bengal,4813,1775,302
30-05-20,Andhra Pradesh,3436,2226,60
30-05-20,Bihar,3376,1211,15
30-05-20,Karnataka,2781,894,48
30-05-20,Telangana,2425,1381,71
30-05-20,Punjab,2197,1949,42
30-05-20,Jammu and Kashmir,2164,875,28
30-05-20,Odisha,1723,887,7
30-05-20,Haryana,1721,940,19
30-05-20,Kerala,1150,565,8
30-05-20,Assam,1024,125,4
30-05-20,Uttarakhand,716,102,5
30-05-20,Jharkhand,511,216,5
30-05-20,Chhattisgarh,415,100,1
30-05-20,Himachal Pradesh,295,87,5
30-05-20,Chandigarh,289,189,4
30-05-20,Tripura,251,171,0
30-05-20,Ladakh,74,43,0
30-05-20,Goa,69,41,0
30-05-20,Manipur,59,8,0
30-05-20,Puducherry,51,14,0
30-05-20,Andaman and Nicobar Islands,33,33,0
30-05-20,Meghalaya,27,12,1
30-05-20,Nagaland,25,0,0
30-05-20,Arunachal Pradesh,3,1,0
30-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
30-05-20,Sikkim,1,0,0
30-05-20,Mizoram,1,1,0
31-05-20,Maharashtra,65168,28081,2197
31-05-20,Tamil Nadu,21184,12000,160
31-05-20,Delhi,18549,8075,416
31-05-20,Gujarat,16343,9230,1007
31-05-20,Rajasthan,8617,5739,193
31-05-20,Madhya Pradesh,7891,4444,343
31-05-20,Uttar Pradesh,7445,4410,201
31-05-20,West Bengal,5130,1970,309
31-05-20,Bihar,3636,1618,20
31-05-20,Andhra Pradesh,3569,2289,60
31-05-20,Karnataka,2922,997,48
31-05-20,Telangana,2499,1412,77
31-05-20,Jammu and Kashmir,2341,908,28
31-05-20,Punjab,2233,1967,44
31-05-20,Haryana,1923,971,20
31-05-20,Odisha,1819,1050,7
31-05-20,Kerala,1208,575,9
31-05-20,Assam,1185,163,4
31-05-20,Uttarakhand,749,102,5
31-05-20,Jharkhand,563,256,5
31-05-20,Chhattisgarh,447,102,1
31-05-20,Himachal Pradesh,313,111,5
31-05-20,Chandigarh,289,189,4
31-05-20,Tripura,268,172,0
31-05-20,Ladakh,74,43,0
31-05-20,Goa,70,41,0
31-05-20,Manipur,62,8,0
31-05-20,Puducherry,51,14,0
31-05-20,Nagaland,36,0,0
31-05-20,Andaman and Nicobar Islands,33,33,0
31-05-20,Meghalaya,27,12,1
31-05-20,Arunachal Pradesh,4,1,0
31-05-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
31-05-20,Sikkim,1,0,0
31-05-20,Mizoram,1,1,0
01-06-20,Maharashtra,67655,29329,2286
01-06-20,Tamil Nadu,22333,12757,173
01-06-20,Delhi,19844,8478,473
01-06-20,Gujarat,16779,9919,1038
01-06-20,Rajasthan,8831,5927,194
01-06-20,Madhya Pradesh,8089,4842,350
01-06-20,Uttar Pradesh,7823,4709,213
01-06-20,West Bengal,5501,2157,317
01-06-20,Bihar,3815,1710,21
01-06-20,Andhra Pradesh,3679,2349,62
01-06-20,Karnataka,3221,1218,51
01-06-20,Telangana,2698,1428,82
01-06-20,Jammu and Kashmir,2446,927,28
01-06-20,Punjab,2263,1987,45
01-06-20,Haryana,2091,1048,20
01-06-20,Odisha,1948,1126,7
01-06-20,Assam,1272,185,4
01-06-20,Kerala,1269,590,9
01-06-20,Uttarakhand,907,102,5
01-06-20,Jharkhand,610,256,5
01-06-20,Chhattisgarh,498,115,1
01-06-20,Himachal Pradesh,331,120,5
01-06-20,Tripura,313,173,0
01-06-20,Chandigarh,293,199,4
01-06-20,Ladakh,74,43,0
01-06-20,Manipur,71,11,0
01-06-20,Puducherry,70,25,0
01-06-20,Goa,70,42,0
01-06-20,Nagaland,43,0,0
01-06-20,Andaman and Nicobar Islands,33,33,0
01-06-20,Meghalaya,27,12,1
01-06-20,Arunachal Pradesh,4,1,0
01-06-20,Dadra and Nagar Haveli and Daman and Diu,2,0,0
01-06-20,Sikkim,1,0,0
01-06-20,Mizoram,1,1,0
02-06-20,Maharashtra,70013,30108,2362
02-06-20,Tamil Nadu,23495,13170,184
02-06-20,Delhi,20834,8746,523
02-06-20,Gujarat,17200,10780,1063
02-06-20,Rajasthan,8980,6040,198
02-06-20,Madhya Pradesh,8283,5003,358
02-06-20,Uttar Pradesh,8075,4843,217
02-06-20,West Bengal,5772,2306,325
02-06-20,Bihar,3926,1900,24
02-06-20,Andhra Pradesh,3783,2378,64
02-06-20,Karnataka,3408,1328,52
02-06-20,Telangana,2792,1491,88
02-06-20,Jammu and Kashmir,2601,946,31
02-06-20,Haryana,2356,1055,21
02-06-20,Punjab,2301,2000,45
02-06-20,Odisha,2104,1245,7
02-06-20,Assam,1390,277,4
02-06-20,Kerala,1326,608,10
02-06-20,Uttarakhand,958,222,6
02-06-20,Jharkhand,659,296,5
02-06-20,Chhattisgarh,547,122,1
02-06-20,Tripura,420,173,0
02-06-20,Himachal Pradesh,340,122,5
02-06-20,Chandigarh,294,199,4
02-06-20,Manipur,83,11,0
02-06-20,Ladakh,77,43,0
02-06-20,Puducherry,74,25,0
02-06-20,Goa,71,42,0
02-06-20,Nagaland,43,0,0
02-06-20,Andaman and Nicobar Islands,33,33,0
02-06-20,Meghalaya,27,12,1
02-06-20,Arunachal Pradesh,22,1,0
02-06-20,Dadra and Nagar Haveli and Daman and Diu,3,1,0
02-06-20,Sikkim,1,0,0
02-06-20,Mizoram,1,1,0
03-06-20,Maharashtra,72300,31333,2465
03-06-20,Tamil Nadu,24586,13706,197
03-06-20,Delhi,22132,9243,556
03-06-20,Gujarat,17617,11894,1092
03-06-20,Rajasthan,9373,6435,203
03-06-20,Madhya Pradesh,8420,5221,364
03-06-20,Uttar Pradesh,8361,5030,222
03-06-20,West Bengal,6168,2410,335
03-06-20,Bihar,4155,1946,24
03-06-20,Andhra Pradesh,3898,2421,64
03-06-20,Karnataka,3796,1403,52
03-06-20,Telangana,2891,1526,92
03-06-20,Jammu and Kashmir,2718,953,33
03-06-20,Haryana,2652,1069,23
03-06-20,Punjab,2342,2017,46
03-06-20,Odisha,2245,1325,7
03-06-20,Assam,1513,324,4
03-06-20,Kerala,1412,627,11
03-06-20,Uttarakhand,1043,252,7
03-06-20,Jharkhand,712,320,5
03-06-20,Chhattisgarh,564,130,1
03-06-20,Tripura,468,173,0
03-06-20,Himachal Pradesh,345,140,5
03-06-20,Chandigarh,301,214,5
03-06-20,Manipur,89,14,0
03-06-20,Puducherry,82,25,0
03-06-20,Ladakh,81,47,1
03-06-20,Goa,79,57,0
03-06-20,Nagaland,49,0,0
03-06-20,Andaman and Nicobar Islands,33,33,0
03-06-20,Meghalaya,27,12,1
03-06-20,Arunachal Pradesh,22,1,0
03-06-20,Mizoram,13,1,0
03-06-20,Dadra and Nagar Haveli and Daman and Diu,4,1,0
03-06-20,Sikkim,1,0,0
04-06-20,Maharashtra,74860,32329,2587
04-06-20,Tamil Nadu,25872,14316,208
04-06-20,Delhi,23645,9542,606
04-06-20,Gujarat,18100,12212,1122
04-06-20,Rajasthan,9652,6744,209
04-06-20,Uttar Pradesh,8729,5176,229
04-06-20,Madhya Pradesh,8588,5445,371
04-06-20,West Bengal,6508,2580,345
04-06-20,Bihar,4390,2077,25
04-06-20,Andhra Pradesh,4080,2466,68
04-06-20,Karnataka,4063,1514,53
04-06-20,Telangana,3020,1556,99
04-06-20,Haryana,2954,1089,23
04-06-20,Jammu and Kashmir,2857,1007,34
04-06-20,Odisha,2388,1416,7
04-06-20,Punjab,2376,2029,47
04-06-20,Assam,1672,413,4
04-06-20,Kerala,1494,651,11
04-06-20,Uttarakhand,1085,282,8
04-06-20,Jharkhand,752,321,5
04-06-20,Chhattisgarh,668,188,2
04-06-20,Tripura,468,173,0
04-06-20,Himachal Pradesh,359,150,5
04-06-20,Chandigarh,301,214,5
04-06-20,Manipur,118,38,0
04-06-20,Ladakh,90,48,1
04-06-20,Puducherry,82,25,0
04-06-20,Goa,79,57,0
04-06-20,Nagaland,58,0,0
04-06-20,Arunachal Pradesh,38,1,0
04-06-20,Meghalaya,33,13,1
04-06-20,Andaman and Nicobar Islands,33,33,0
04-06-20,Mizoram,14,1,0
04-06-20,Dadra and Nagar Haveli and Daman and Diu,8,1,0
04-06-20,Sikkim,2,0,0
05-06-20,Maharashtra,77793,33681,2710
05-06-20,Tamil Nadu,27256,14902,220
05-06-20,Delhi,25004,9898,650
05-06-20,Gujarat,18584,12667,1155
05-06-20,Rajasthan,9862,7104,213
05-06-20,Uttar Pradesh,9237,5439,245
05-06-20,Madhya Pradesh,8762,5637,377
05-06-20,West Bengal,6876,2768,355
05-06-20,Bihar,4493,2210,29
05-06-20,Karnataka,4320,1610,57
05-06-20,Andhra Pradesh,4223,2539,71
05-06-20,Haryana,3281,2134,24
05-06-20,Telangana,3147,1587,105
05-06-20,Jammu and Kashmir,3142,1048,35
05-06-20,Odisha,2478,1416,7
05-06-20,Punjab,2415,2043,47
05-06-20,Assam,1988,442,4
05-06-20,Kerala,1588,690,14
05-06-20,Uttarakhand,1153,297,10
05-06-20,Jharkhand,793,354,6
05-06-20,Chhattisgarh,756,213,2
05-06-20,Tripura,644,173,0
05-06-20,Himachal Pradesh,383,179,5
05-06-20,Chandigarh,301,214,5
05-06-20,Goa,166,57,0
05-06-20,Manipur,124,38,0
05-06-20,Ladakh,90,48,1
05-06-20,Puducherry,82,25,0
05-06-20,Nagaland,80,0,0
05-06-20,Arunachal Pradesh,42,1,0
05-06-20,Meghalaya,33,13,1
05-06-20,Andaman and Nicobar Islands,33,33,0
05-06-20,Mizoram,17,1,0
05-06-20,Dadra and Nagar Haveli and Daman and Diu,12,1,0
05-06-20,Sikkim,2,0,0
06-06-20,Maharashtra,80229,35156,2849
06-06-20,Tamil Nadu,28694,15762,232
06-06-20,Delhi,26334,10315,708
06-06-20,Gujarat,19094,13003,1190
06-06-20,Rajasthan,10084,7359,218
06-06-20,Uttar Pradesh,9733,5648,257
06-06-20,Madhya Pradesh,8996,5878,384
06-06-20,West Bengal,7303,2912,366
06-06-20,Karnataka,4835,1688,57
06-06-20,Bihar,4596,2225,29
06-06-20,Andhra Pradesh,4303,2576,73
06-06-20,Haryana,3597,2134,24
06-06-20,Jammu and Kashmir,3324,1086,36
06-06-20,Telangana,3290,1627,113
06-06-20,Odisha,2608,1604,8
06-06-20,Punjab,2461,2069,48
06-06-20,Assam,2153,498,4
06-06-20,Kerala,1699,712,14
06-06-20,Uttarakhand,1215,344,11
06-06-20,Jharkhand,881,410,7
06-06-20,Chhattisgarh,879,244,2
06-06-20,Tripura,692,173,0
06-06-20,Himachal Pradesh,393,189,5
06-06-20,Chandigarh,304,222,5
06-06-20,Goa,196,65,0
06-06-20,Manipur,132,41,0
06-06-20,Puducherry,99,36,0
06-06-20,Ladakh,97,48,1
06-06-20,Nagaland,94,0,0
06-06-20,Arunachal Pradesh,45,1,0
06-06-20,Meghalaya,33,13,1
06-06-20,Andaman and Nicobar Islands,33,33,0
06-06-20,Mizoram,22,1,0
06-06-20,Dadra and Nagar Haveli and Daman and Diu,14,1,0
06-06-20,Sikkim,3,0,0
07-06-20,Maharashtra,82968,37390,2969
07-06-20,Tamil Nadu,30152,16395,251
07-06-20,Delhi,27654,10664,761
07-06-20,Gujarat,19592,13316,1219
07-06-20,Rajasthan,10331,7501,231
07-06-20,Uttar Pradesh,9733,5648,257
07-06-20,Madhya Pradesh,9228,6108,399
07-06-20,West Bengal,7738,3119,383
07-06-20,Karnataka,5213,1968,59
07-06-20,Bihar,4915,2425,30
07-06-20,Andhra Pradesh,4510,2620,73
07-06-20,Haryana,3952,2134,24
07-06-20,Telangana,3496,1710,123
07-06-20,Jammu and Kashmir,3467,1126,39
07-06-20,Odisha,2781,1716,8
07-06-20,Punjab,2515,2092,50
07-06-20,Assam,2397,547,4
07-06-20,Kerala,1807,762,15
07-06-20,Uttarakhand,1303,423,11
07-06-20,Jharkhand,1000,473,7
07-06-20,Chhattisgarh,923,266,4
07-06-20,Tripura,747,173,0
07-06-20,Himachal Pradesh,400,194,5
07-06-20,Chandigarh,309,273,5
07-06-20,Goa,267,65,0
07-06-20,Manipur,157,52,0
07-06-20,Nagaland,107,0,0
07-06-20,Puducherry,99,36,0
07-06-20,Ladakh,99,48,1
07-06-20,Arunachal Pradesh,47,1,0
07-06-20,Meghalaya,33,13,1
07-06-20,Andaman and Nicobar Islands,33,33,0
07-06-20,Mizoram,24,1,0
07-06-20,Dadra and Nagar Haveli and Daman and Diu,19,1,0
07-06-20,Sikkim,7,0,0
08-06-20,Maharashtra,85975,39314,3060
08-06-20,Tamil Nadu,31667,16999,269
08-06-20,Delhi,28936,10999,812
08-06-20,Gujarat,20070,13635,1249
08-06-20,Rajasthan,10599,7641,240
08-06-20,Uttar Pradesh,10536,6185,275
08-06-20,Madhya Pradesh,9401,6331,412
08-06-20,West Bengal,8187,3303,396
08-06-20,Karnataka,5452,2132,61
08-06-20,Bihar,5088,2480,30
08-06-20,Andhra Pradesh,4708,2682,75
08-06-20,Haryana,4448,2134,28
08-06-20,Jammu and Kashmir,4087,1216,41
08-06-20,Telangana,3650,1710,137
08-06-20,Odisha,2856,1894,9
08-06-20,Punjab,2608,2106,51
08-06-20,Assam,2565,615,4
08-06-20,Kerala,1914,803,15
08-06-20,Uttarakhand,1355,528,13
08-06-20,Jharkhand,1099,490,7
08-06-20,Chhattisgarh,1073,283,4
08-06-20,Tripura,800,192,0
08-06-20,Himachal Pradesh,413,224,5
08-06-20,Chandigarh,314,273,5
08-06-20,Goa,300,65,0
08-06-20,Manipur,172,52,0
08-06-20,Nagaland,118,8,0
08-06-20,Ladakh,103,50,1
08-06-20,Puducherry,99,36,0
08-06-20,Arunachal Pradesh,51,1,0
08-06-20,Meghalaya,36,13,1
08-06-20,Mizoram,34,1,0
08-06-20,Andaman and Nicobar Islands,33,33,0
08-06-20,Dadra and Nagar Haveli and Daman and Diu,20,2,0
08-06-20,Sikkim,7,0,0
09-06-20,Maharashtra,88528,40975,3169
09-06-20,Tamil Nadu,33229,17527,286
09-06-20,Delhi,29943,11357,874
09-06-20,Gujarat,20545,13956,1280
09-06-20,Uttar Pradesh,10947,6344,283
09-06-20,Rajasthan,10763,8004,246
09-06-20,Madhya Pradesh,9638,6536,414
09-06-20,West Bengal,8613,3465,405
09-06-20,Karnataka,5760,2519,64
09-06-20,Bihar,5202,2499,31
09-06-20,Haryana,4854,2134,39
09-06-20,Andhra Pradesh,4851,2745,75
09-06-20,Jammu and Kashmir,4285,1324,45
09-06-20,Telangana,3742,1809,142
09-06-20,Odisha,2994,1993,9
09-06-20,Assam,2776,665,4
09-06-20,Punjab,2663,2128,53
09-06-20,Kerala,2005,814,16
09-06-20,Uttarakhand,1411,714,13
09-06-20,Jharkhand,1256,519,7
09-06-20,Chhattisgarh,1160,308,4
09-06-20,Tripura,838,192,0
09-06-20,Himachal Pradesh,421,227,5
09-06-20,Goa,330,67,0
09-06-20,Chandigarh,317,273,5
09-06-20,Manipur,272,58,0
09-06-20,Puducherry,127,52,0
09-06-20,Nagaland,123,8,0
09-06-20,Ladakh,103,52,1
09-06-20,Arunachal Pradesh,51,1,0
09-06-20,Mizoram,42,1,0
09-06-20,Meghalaya,36,13,1
09-06-20,Andaman and Nicobar Islands,33,33,0
09-06-20,Dadra and Nagar Haveli and Daman and Diu,22,2,0
09-06-20,Sikkim,7,0,0
10-06-20,Maharashtra,90787,42638,3289
10-06-20,Tamil Nadu,34914,18325,307
10-06-20,Delhi,31309,11861,905
10-06-20,Gujarat,21014,14365,1313
10-06-20,Uttar Pradesh,11335,6669,301
10-06-20,Rajasthan,11245,8328,255
10-06-20,Madhya Pradesh,9849,6729,420
10-06-20,West Bengal,8985,3620,415
10-06-20,Karnataka,5921,2604,66
10-06-20,Bihar,5459,2864,32
10-06-20,Haryana,5209,2134,45
10-06-20,Andhra Pradesh,5070,2802,77
10-06-20,Jammu and Kashmir,4346,1506,48
10-06-20,Telangana,3920,1809,148
10-06-20,Odisha,3140,2133,9
10-06-20,Assam,2937,1085,4
10-06-20,Punjab,2719,2167,55
10-06-20,Kerala,2096,848,16
10-06-20,Uttarakhand,1537,755,13
10-06-20,Jharkhand,1411,559,8
10-06-20,Chhattisgarh,1240,386,6
10-06-20,Tripura,864,192,1
10-06-20,Himachal Pradesh,445,249,5
10-06-20,Goa,359,67,0
10-06-20,Chandigarh,323,286,5
10-06-20,Manipur,304,61,0
10-06-20,Puducherry,127,52,0
10-06-20,Nagaland,127,10,0
